ticker,correlation
AAPL,0.184304268383
AMZN,0.0869723258464
GS,-0.0031098497849
INTC,0.169525807351
JPM,0.419918395121
MS,0.312720889592
MSFT,0.441565731957
NVDA,-0.11078486972
